loan_id,customer_id,product_type,principal_amount,interest_rate,term_months,origination_date,origination_channel,status,borrower_info
L0008430,C004758,AUTO,15158.47,4.33,84,2023-09-23,partner,active,"{""credit_score"": 597, ""employment"": ""salaried"", ""annual_income"": 255285, ""years_employed"": 23}"
L0001038,C004965,mortgage,1466265.28,4.87,120,2022-07-15,branch,closed,"{""credit_score"": 565, ""employment"": ""retired"", ""annual_income"": 121837, ""years_employed"": 10}"
L0002231,C002898,Student,"11,951.56",3.37,180,2023-09-16,partner,charged_off,"{""credit_score"": 646, ""employment"": ""retired"", ""annual_income"": 293365, ""years_employed"": 9}"
L0006941,C001773,AUTO,"22,607.21",12.03,48,2025-06-01,broker,default,"{""credit_score"": 646, ""employment"": ""salaried"", ""annual_income"": 171572, ""years_employed"": 12}"
L0009511,C002133,mortgage,"460,896.63",5.56,360,2022-02-16,broker,default,"{""credit_score"": 563, ""employment"": ""self-employed"", ""annual_income"": 91305, ""years_employed"": 6}"
L0006334,C003567,Personal,11180,18.28,24,2021-03-22,online,closed,"{""credit_score"": 580, ""employment"": ""unemployed"", ""annual_income"": 103936, ""years_employed"": 15}"
L0009523,C001448,student,14690,11.68,180,2025-01-02,broker,active,"{""credit_score"": 625, ""employment"": ""self-employed"", ""annual_income"": 199990, ""years_employed"": 1}"
L0005093,C002088,student,79849.76,5.65,120,2022-10-24,online,active,"{""credit_score"": 576, ""employment"": ""retired"", ""annual_income"": 79618, ""years_employed"": 21}"
L0008292,C004532,MORTGAGE,398278.25,6.77,360,2020-02-12,partner,charged_off,"{""credit_score"": 602, ""employment"": ""salaried"", ""annual_income"": 255959, ""years_employed"": 13}"
L0003027,C003703,MORTGAGE,536256.39,6.36,180,2022-02-12,branch,active,"{""credit_score"": 778, ""employment"": ""salaried"", ""annual_income"": 229233, ""years_employed"": 29}"
L0009717,C005338,Personal,"$24,301.71",13.77,60,06/03/2024,partner,default,"{""credit_score"": 569, ""employment"": ""salaried"", ""annual_income"": 164780, ""years_employed"": 8}"
L0008783,C005646,student,124608.56,8.84,60,2024-09-07,broker,active,"{""credit_score"": 582, ""employment"": ""retired"", ""annual_income"": 293305, ""years_employed"": 27}"
L0001104,C003075,personal,27729.11,16.84,60,2023-09-08,branch,active,"{""credit_score"": 748, ""employment"": ""salaried"", ""annual_income"": 235521, ""years_employed"": 7}"
L0007729,C000469,AUTO,"$61,424.39",10.34,36,12/25/2020,branch,active,"{""credit_score"": 605, ""employment"": ""unemployed"", ""annual_income"": 21607, ""years_employed"": 17}"
L0006589,C002207,STUDENT,69299,6.05,180,2022-05-29,branch,closed,"{""credit_score"": 810, ""employment"": ""unemployed"", ""annual_income"": 79461, ""years_employed"": 4}"
L0009498,C002389,Auto,51716.86,10.7,60,2021-07-28,branch,active,"{""credit_score"": 709, ""employment"": ""unemployed"", ""annual_income"": 149640, ""years_employed"": 19}"
L0003842,C002784,MORTGAGE,418869.59,5.26,180,2021-08-13,broker,charged_off,"{""credit_score"": 661, ""employment"": ""unemployed"", ""annual_income"": 198697, ""years_employed"": 18}"
L0007851,C004041,PERSONAL,"22,299.78",19.65,24,2023-04-18,branch,active,"{""credit_score"": 834, ""employment"": ""unemployed"", ""annual_income"": 174125, ""years_employed"": 16}"
L0001029,C000205,Personal,33151.70,17.11,48,2022-12-20,online,active,"{""credit_score"": 570, ""employment"": ""self-employed"", ""annual_income"": 173080, ""years_employed"": 4}"
L0007811,C001281,STUDENT,"20,639.76",8.08,60,04-Feb-2024,online,active,"{""credit_score"": 834, ""employment"": ""salaried"", ""annual_income"": 78105, ""years_employed"": 8}"
L0002609,C003681,Student,176179.61,7.9,180,2022-02-03,broker,active,"{""credit_score"": 599, ""employment"": ""self-employed"", ""annual_income"": 283684, ""years_employed"": 9}"
L0000201,,personal,"48,644.30",11.19,36,2020-01-17,partner,closed,"{""credit_score"": 787, ""employment"": ""salaried"", ""annual_income"": 193145, ""years_employed"": 2}"
L0003394,C000283,mortgage,612488,4.85,360,2024-10-22,branch,closed,"{""credit_score"": 749, ""employment"": ""retired"", ""annual_income"": 286732, ""years_employed"": 25}"
L0001961,C001000,Mortgage,"$871,723.77",3.94,240,03/24/2025,partner,charged_off,"{""credit_score"": 782, ""employment"": ""self-employed"", ""annual_income"": 115580, ""years_employed"": 22}"
L0005665,C003490,Student,169809,4.7,120,2022-10-12,broker,closed,"{""credit_score"": 772, ""employment"": ""self-employed"", ""annual_income"": 102818, ""years_employed"": 14}"
L0005647,C003738,student,96891,8.88,120,2025-05-18,broker,active,"{""credit_score"": 559, ""employment"": ""unemployed"", ""annual_income"": 86640, ""years_employed"": 14}"
L0007985,C001216,student,34918.59,7.85,180,2022-11-16,online,closed,"{""credit_score"": 752, ""employment"": ""unemployed"", ""annual_income"": 202228, ""years_employed"": 1}"
L0000715,C000332,auto,"$27,657.76",12.74,60,07/26/2024,branch,active,"{""credit_score"": 842, ""employment"": ""salaried"", ""annual_income"": 31975, ""years_employed"": 24}"
L0008803,C001793,PERSONAL,6027,8.21,24,2020-05-08,broker,active,"{""credit_score"": 827, ""employment"": ""salaried"", ""annual_income"": 64322, ""years_employed"": 7}"
L0002403,C004471,mortgage,1354358.31,4.14,120,2020-12-24,partner,active,"{""credit_score"": 722, ""employment"": ""retired"", ""annual_income"": 111968, ""years_employed"": 27}"
L0002837,C005447,Student,21443.64,9.31,60,2024-08-20,branch,closed,"{""credit_score"": 801, ""employment"": ""unemployed"", ""annual_income"": 190914, ""years_employed"": 25}"
L0005977,C005218,Auto,56202,8.98,60,2022-03-13,broker,active,"{""credit_score"": 730, ""employment"": ""salaried"", ""annual_income"": 201121, ""years_employed"": 30}"
L0008709,C004343,Student,"$2,880.85",8.81,120,01/17/2020,online,closed,"{""credit_score"": 601, ""employment"": ""retired"", ""annual_income"": 267766, ""years_employed"": 27}"
L0004106,C005946,MORTGAGE,"744,643.04",3.02,180,2022-11-03,online,active,"{""credit_score"": 681, ""employment"": ""self-employed"", ""annual_income"": 297453, ""years_employed"": 15}"
L0003405,C003970,mortgage,537528.19,5.64,120,2020-01-13,partner,active,"{""credit_score"": 683, ""employment"": ""self-employed"", ""annual_income"": 221778, ""years_employed"": 29}"
L0002695,C004055,personal,14694,13.2,48,2023-09-05,broker,closed,"{""credit_score"": 564, ""employment"": ""self-employed"", ""annual_income"": 267358, ""years_employed"": 0}"
L0005318,C005061,AUTO,7199.67,12.9,72,2020-01-04,partner,active,"{""credit_score"": 595, ""employment"": ""self-employed"", ""annual_income"": 265462, ""years_employed"": 24}"
L0008770,C003493,Auto,39564,9.81,48,2025-02-09,broker,closed,"{""credit_score"": 774, ""employment"": ""unemployed"", ""annual_income"": 233866, ""years_employed"": 5}"
L0009190,C005402,Personal,16609,17.05,36,2023-12-10,branch,charged_off,"{""credit_score"": 778, ""employment"": ""unemployed"", ""annual_income"": 286732, ""years_employed"": 10}"
L0003949,C002004,student,"$48,035.69",10.91,60,11/12/2022,branch,default,"{""credit_score"": 804, ""employment"": ""unemployed"", ""annual_income"": 29655, ""years_employed"": 14}"
L0007522,C005210,MORTGAGE,731589,4.83,240,2025-05-14,online,active,"{""credit_score"": 610, ""employment"": ""unemployed"", ""annual_income"": 37891, ""years_employed"": 22}"
L0003620,C004115,student,"$110,372.61",8.1,180,18-Jan-2021,partner,closed,"{""credit_score"": 762, ""employment"": ""unemployed"", ""annual_income"": 181937, ""years_employed"": 22}"
L0007074,C005116,Personal,29556.51,19.86,36,05-Feb-2021,branch,default,"{""credit_score"": 688, ""employment"": ""salaried"", ""annual_income"": 43329, ""years_employed"": 8}"
L0004247,C003878,AUTO,36060.58,8.13,72,12-May-2024,partner,active,"{""credit_score"": 617, ""employment"": ""self-employed"", ""annual_income"": 46066, ""years_employed"": 9}"
L0001702,C000880,Student,"$183,112.66",8.89,60,02/09/2023,online,active,"{""credit_score"": 753, ""employment"": ""unemployed"", ""annual_income"": 166563, ""years_employed"": 17}"
L0002069,C003657,auto,46595.85,5.16,72,15-Jun-2023,broker,default,"{""credit_score"": 682, ""employment"": ""unemployed"", ""annual_income"": 155521, ""years_employed"": 0}"
L0002163,C002824,MORTGAGE,1335516.19,5.19,240,2024-10-30,online,default,"{""credit_score"": 659, ""employment"": ""salaried"", ""annual_income"": 258950, ""years_employed"": 5}"
L0008088,C005384,student,3571.04,6.36,240,2024-11-10,broker,charged_off,"{""credit_score"": 676, ""employment"": ""unemployed"", ""annual_income"": 169420, ""years_employed"": 18}"
L0009931,C005572,auto,"6,517.83",12.98,60,2021-11-24,broker,active,"{""credit_score"": 559, ""employment"": ""retired"", ""annual_income"": 159300, ""years_employed"": 4}"
L0006376,C001039,auto,"61,092.50",10.28,84,2021-12-19,partner,charged_off,"{""credit_score"": 827, ""employment"": ""retired"", ""annual_income"": 142255, ""years_employed"": 15}"
L0009070,C000219,auto,46101,9.76,48,2020-12-04,branch,active,"{""credit_score"": 755, ""employment"": ""salaried"", ""annual_income"": 170732, ""years_employed"": 0}"
L0004111,C005732,PERSONAL,"9,932.26",10.61,24,2021-04-26,partner,active,"{""credit_score"": 619, ""employment"": ""self-employed"", ""annual_income"": 295403, ""years_employed"": 28}"
L0001364,C001600,personal,20146.56,14.22,60,2023-07-14,broker,active,"{""credit_score"": 618, ""employment"": ""unemployed"", ""annual_income"": 87883, ""years_employed"": 19}"
L0000253,C003986,PERSONAL,"$22,461.20",11.29,48,04/29/2023,partner,active,"{""credit_score"": 568, ""employment"": ""retired"", ""annual_income"": 49388, ""years_employed"": 10}"
L0008185,C005370,MORTGAGE,1460681,3.26,180,09-Aug-2020,partner,charged_off,"{""credit_score"": 658, ""employment"": ""unemployed"", ""annual_income"": 272318, ""years_employed"": 1}"
L0008170,C003157,AUTO,"$22,812.08",8.55,48,01/28/2025,partner,closed,"{""credit_score"": 820, ""employment"": ""retired"", ""annual_income"": 50537, ""years_employed"": 6}"
L0002140,C003838,Student,126683,10.19,240,2020-09-19,broker,closed,"{""credit_score"": 690, ""employment"": ""salaried"", ""annual_income"": 119145, ""years_employed"": 28}"
L0003278,C005595,auto,5743.78,6.43,84,2023-10-15,online,charged_off,"{""credit_score"": 693, ""employment"": ""self-employed"", ""annual_income"": 165917, ""years_employed"": 3}"
L0009456,C002931,auto,"23,907.60",12.91,72,2020-01-21,online,closed,"{""credit_score"": 603, ""employment"": ""retired"", ""annual_income"": 41001, ""years_employed"": 14}"
L0004165,C004019,Student,122006,4.0,60,2025-02-04,online,default,"{""credit_score"": 631, ""employment"": ""salaried"", ""annual_income"": 210863, ""years_employed"": 28}"
L0003795,C003924,Personal,"$49,237.32",16.83,60,01/22/2020,online,default,"{""credit_score"": 794, ""employment"": ""retired"", ""annual_income"": 51263, ""years_employed"": 14}"
L0004198,C005780,Mortgage,445625,7.13,180,2020-11-06,partner,active,"{""credit_score"": 797, ""employment"": ""retired"", ""annual_income"": 245831, ""years_employed"": 18}"
L0007103,C002485,Student,60431.25,11.05,180,2021-03-09,online,closed,"{""credit_score"": 712, ""employment"": ""retired"", ""annual_income"": 223187, ""years_employed"": 10}"
L0000573,C001297,STUDENT,195248.82,3.35,240,21-Sep-2023,partner,default,"{""credit_score"": 794, ""employment"": ""self-employed"", ""annual_income"": 30461, ""years_employed"": 18}"
L0008231,C000864,mortgage,"1,030,935.76",4.88,180,2023-01-13,partner,closed,"{""credit_score"": 759, ""employment"": ""salaried"", ""annual_income"": 169900, ""years_employed"": 2}"
L0004210,C004233,PERSONAL,45526,7.58,24,2021-11-11,partner,active,"{""credit_score"": 635, ""employment"": ""self-employed"", ""annual_income"": 278404, ""years_employed"": 19}"
L0001718,C003781,Personal,6109.03,15.13,60,2020-09-14,online,charged_off,"{""credit_score"": 633, ""employment"": ""salaried"", ""annual_income"": 148131, ""years_employed"": 30}"
L0007594,C005806,auto,27653,14.47,48,2025-03-02,partner,active,"{""credit_score"": 846, ""employment"": ""salaried"", ""annual_income"": 245764, ""years_employed"": 30}"
L0009613,C002616,Personal,15880,21.37,12,2022-06-19,branch,closed,"{""credit_score"": 822, ""employment"": ""salaried"", ""annual_income"": 73587, ""years_employed"": 0}"
L0009841,C004846,Auto,"35,238.13",7.1,36,2024-03-06,online,default,"{""credit_score"": 594, ""employment"": ""salaried"", ""annual_income"": 34939, ""years_employed"": 2}"
L0008178,C002516,PERSONAL,43704.49,12.34,12,2025-01-24,online,active,"{""credit_score"": 806, ""employment"": ""self-employed"", ""annual_income"": 107754, ""years_employed"": 4}"
L0003926,C004666,auto,"45,944.98",11.34,72,2023-02-10,broker,active,"{""credit_score"": 690, ""employment"": ""retired"", ""annual_income"": 297679, ""years_employed"": 2}"
L0002039,C002536,STUDENT,82016.42,4.98,240,2022-12-13,partner,closed,"{""credit_score"": 763, ""employment"": ""unemployed"", ""annual_income"": 291518, ""years_employed"": 23}"
L0008446,C003345,personal,"40,480.52",23.64,24,2022-02-05,broker,closed,"{""credit_score"": 746, ""employment"": ""salaried"", ""annual_income"": 145066, ""years_employed"": 26}"
L0002714,C001892,AUTO,56731.95,9.88,84,2024-10-21,broker,active,"{""credit_score"": 759, ""employment"": ""retired"", ""annual_income"": 97814, ""years_employed"": 18}"
L0009963,C002141,Auto,20067.95,9.1,84,2024-10-27,partner,active,"{""credit_score"": 815, ""employment"": ""self-employed"", ""annual_income"": 95891, ""years_employed"": 11}"
L0004158,C000750,MORTGAGE,603041.33,3.25,360,2024-07-26,broker,active,"{""credit_score"": 588, ""employment"": ""retired"", ""annual_income"": 143782, ""years_employed"": 0}"
L0007084,C003793,personal,39358,22.55,12,2023-07-21,branch,active,"{""credit_score"": 755, ""employment"": ""self-employed"", ""annual_income"": 64690, ""years_employed"": 5}"
L0003457,C005394,student,105715,10.97,240,2020-05-06,branch,closed,"{""credit_score"": 823, ""employment"": ""self-employed"", ""annual_income"": 44866, ""years_employed"": 8}"
L0001514,C000404,Student,43259.29,8.26,240,2024-11-10,online,active,"{""credit_score"": 685, ""employment"": ""retired"", ""annual_income"": 22049, ""years_employed"": 9"
L0004771,C002466,PERSONAL,"20,488.19",17.85,12,2021-02-15,online,closed,"{""credit_score"": 824, ""employment"": ""self-employed"", ""annual_income"": 145393, ""years_employed"": 0}"
L0002739,C003960,Personal,10470.29,21.06,48,2022-12-27,online,default,"{""credit_score"": 841, ""employment"": ""unemployed"", ""annual_income"": 115816, ""years_employed"": 9}"
L0008824,C003058,Mortgage,1188574,6.07,240,2023-05-13,broker,active,"{""credit_score"": 594, ""employment"": ""self-employed"", ""annual_income"": 282102, ""years_employed"": 22}"
L0003431,C000443,mortgage,"$296,188.69",5.78,180,10/05/2023,partner,closed,"{""credit_score"": 559, ""employment"": ""unemployed"", ""annual_income"": 283302, ""years_employed"": 26}"
L0005306,C005337,student,"32,088.22",10.22,240,2023-09-16,broker,active,"{""credit_score"": 566, ""employment"": ""salaried"", ""annual_income"": 200358, ""years_employed"": 8}"
L0005026,C004744,Student,"148,350.21",8.28,60,2024-08-26,broker,closed,"{""credit_score"": 701, ""employment"": ""retired"", ""annual_income"": 108782, ""years_employed"": 27}"
L0001670,C004079,Personal,36583.78,12.41,48,2022-04-19,broker,default,"{""credit_score"": 691, ""employment"": ""retired"", ""annual_income"": 188274, ""years_employed"": 1}"
L0004416,C004310,STUDENT,"97,437.69",4.41,120,2023-07-04,broker,active,"{""credit_score"": 637, ""employment"": ""self-employed"", ""annual_income"": 140104, ""years_employed"": 3}"
L0004300,C002192,PERSONAL,45843,17.88,36,2023-06-23,branch,charged_off,"{""credit_score"": 620, ""employment"": ""salaried"", ""annual_income"": 196547, ""years_employed"": 11}"
L0009600,C003925,student,140229.98,8.42,60,2020-12-15,online,charged_off,"{""credit_score"": 573, ""employment"": ""unemployed"", ""annual_income"": 166303, ""years_employed"": 19}"
L0003489,C004092,Student,9910.32,4.46,240,2023-04-14,partner,active,"{""credit_score"": 736, ""employment"": ""unemployed"", ""annual_income"": 131624, ""years_employed"": 2}"
L0002740,C000709,personal,42280,22.74,12,21-Jun-2022,broker,active,"{""credit_score"": 701, ""employment"": ""retired"", ""annual_income"": 71206, ""years_employed"": 29}"
L0001094,C001501,mortgage,1017024.86,4.46,240,2023-02-08,partner,active,"{""credit_score"": 591, ""employment"": ""self-employed"", ""annual_income"": 189963, ""years_employed"": 3}"
L0007904,C003911,personal,"$29,956.62",15.68,36,03/15/2020,partner,closed,"{""credit_score"": 555, ""employment"": ""retired"", ""annual_income"": 71885, ""years_employed"": 27}"
L0007887,C001355,MORTGAGE,933204.59,5.4,120,2020-02-13,online,charged_off,"{""credit_score"": 707, ""employment"": ""salaried"", ""annual_income"": 216850, ""years_employed"": 14}"
L0004342,C000146,student,113668,3.17,60,2022-02-02,broker,active,"{""credit_score"": 589, ""employment"": ""self-employed"", ""annual_income"": 99283, ""years_employed"": 4}"
